key,label,kind,values,count,file,line,heading,raw
iot_device_types,IoT 기기 종류,canonical,InBody 측정기 / 락커 컨트롤러 / 출입 게이트 / 키오스크,4,_공통/00_KIOSK_연동매트릭스.md,5,KIOSK / IoT 연동 매트릭스,> CRM에서 고정으로 사용하는 기기 종류는 출입 게이트 / 키오스크 / 락커 컨트롤러 / InBody 측정기 4종입니다.
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,,_공통/KPI_지표정의.md,50,KPI 지표 정의 > 4. 강습 세션 유형과 GX 세부종목,"- 강습 세션 유형은 PT, GX, 골프, 기타입니다."
gx_subcategories,GX 세부종목,canonical,GX 기타 / 필라테스 / 스피닝 / 요가 / 줌바,,_공통/KPI_지표정의.md,52,KPI 지표 정의 > 4. 강습 세션 유형과 GX 세부종목,"- GX 세부종목은 요가, 필라테스, 스피닝, 줌바, GX 기타입니다."
generic::global::성격,성격,generic,날짜 기준 대상 산출 / 배너 / 알림 큐 동기화,,_공통/공통참조_코드인덱스.md,28,공통 참조 코드 인덱스 > 3. 공통 코드 기준 > NFR-05 만료/기한 알림 배치,- 성격: 날짜 기준 대상 산출과 배지·배너·알림 큐 동기화.
role_codes,권한 역할 코드,canonical,superAdmin / readonly / primary / manager / trainer / owner / staff / fc,8,_공통/권한매트릭스.md,4,공통 권한 매트릭스 > 기본 역할 원칙,"- 관리자 웹 기본 권한 역할 코드는 superAdmin, primary, owner, manager, fc, trainer, staff, readonly 8종으로 고정합니다. owner의 화면 표시명은 Owner(지점장)으로 통일합니다."
generic::global::출석 확인 실시간 반영,출석 확인 실시간 반영,generic,키오스크 / QR / RFID / 얼굴인식 / 수동 출석 이벤트가 들어오면 FC 확인,,_공통/외부연동_현황.md,9,공통 외부연동 현황,- 출석 확인 실시간 반영: 키오스크·QR·RFID·얼굴인식·수동 출석 이벤트가 들어오면 FC 확인 카드에 즉시 반영한다.
generic::global::15. 결제내역 탭 통합 표시,15. 결제내역 탭 통합 표시,generic,POS / 결제링크 / 수기 입력 모든 결제 채널이 하나의 타임라인에 노출,,_공통/외부연동_현황.md,23,공통 외부연동 현황,- 15. 결제내역 탭 통합 표시: POS·결제링크·수기 입력 모든 결제 채널이 하나의 타임라인에 노출. 미수금은 실제 계약금·잔액·할부 미납만 누적 합산하며 결제링크 발송만 된 건은 미수금에 포함하지 않음.
notification_channels,알림 채널,canonical,카카오톡 / Push / SMS,,_공통/외부연동_현황.md,24,공통 외부연동 현황,"- 19. 메시지 발송 채널 fallback: 자동 알림은 회원앱 Push를 기본으로 사용하고, KakaoTalk fallback은 지점 설정이 켜진 경우에만 사용한다. SMS 자동 전환은 사용하지 않는다."
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,_공통/외부연동_현황.md,27,공통 외부연동 현황,"- 매니저 | 인입 콜 / 카카오 채널 사전 상담 후 등록 | Step 1 + Step 2 전체 입력 (문의 유형: 방문(WI) / 전화문의(TI) / 체험 / 일일입장, 가입경로: 간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타, 광고동의·메모) | CRM·세그먼트(MBR-EXT-04) 분석 가능한 풀 프로파일 확보 |"
generic::global::9. 템플릿 자동 연동,9. 템플릿 자동 연동,generic,템플릿 선택 시 정원 / 유형 / 세션 유형 자동 채움 / 사용자 변경 가능,,_공통/외부연동_현황.md,92,공통 외부연동 현황,"- 9. 템플릿 자동 연동: 템플릿 선택 시 정원·유형·세션 유형 자동 채움, 사용자 변경 가능."
generic::global::신규 회원권 출시,신규 회원권 출시,generic,헬스 1개월 / 3개월 / 6개월 / 현금가 / 키오스크 노출,1,_공통/외부연동_현황.md,133,공통 외부연동 현황,- 신규 회원권 출시: 헬스 1개월·3개월·6개월·12개월 라인업 등록 -> 카드가/현금가/VAT 정책 일괄 입력 -> 카탈로그·키오스크 노출
generic::global::분실 처리된 카드 재사용 시도(외부),분실 처리된 카드 재사용 시도(외부),generic,출입 / 락커 / 결제 모두 차단 / 시도 로그 기록 / 운영자 알림,,_공통/외부연동_현황.md,146,공통 외부연동 현황,- 분실 처리된 카드 재사용 시도(외부): 출입·락커·결제 모두 차단 + 시도 로그 기록 + 운영자 알림
notification_channels,알림 채널,canonical,Push / 카카오톡 / SMS,,_정책미확정_확인필요.md,23,정책 미확정 확인 필요 > 고객사 추가 확인 질문,"- 쿠폰 발급 안내 메시지: 쿠폰 발급 완료 후 회원에게 자동 메시지를 보낼지 확인이 필요하다. 발송한다면 항상 기본 템플릿으로 발송할지, 직원이 발급 메시지를 입력한 경우에만 발송할지, 발송 채널을 Push / 카카오톡 / SMS 중 무엇으로 할지 확정해야 한다. 고객사 확인 전까지 MKT-03은 쿠폰 발급만 개발 기준으로 삼고, 메시지 자동 발송·입력 필드·재시도 정책·발송 실패 처리는 개발 대기한다."
generic::SCR-107::탭 전환,탭 전환,generic,기능명세 / 화면설계,,D01-공통/공통.md,487,D01-공통 공통 > SCR-107 화면설계서 오버레이 (Cmd+/) > 2. UI 구성,- 탭 전환: 기능명세 / 화면설계
generic::SCR-107::2. 기능명세 탭,2. 기능명세 탭,generic,현재 화면의 기획 의도 / 기능 설명 확인,,D01-공통/공통.md,496,D01-공통 공통 > SCR-107 화면설계서 오버레이 (Cmd+/) > 3. 액션 / 흐름,2. 기능명세 탭: 현재 화면의 기획 의도·기능 설명 확인
generic::global::3순위,3순위,generic,고도화 / 실험적 대시보드 / 확장형 분석 기능,,D01-공통/운영정책.md,22,D01-공통 공통 — 운영정책 > 1. 핵심 원칙,"- 3순위: 고도화 탭, 실험적 대시보드, 확장형 분석 기능"
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,9,D02-회원관리/운영정책.md,15,D02-회원관리 회원관리 — 운영정책 > 1. 핵심 원칙,"- 외부 신규 DB 컬럼 매핑: C열 경로는 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장), D열 상세 경로1과 E열 상세 경로2는 가입경로 단일 필드로 통합 매핑한다. 가입경로 9종은 간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타로 고정한다."
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,9,D02-회원관리/운영정책.md,18,D02-회원관리 회원관리 — 운영정책 > 1. 핵심 원칙,"- 리드 단계의 가입경로와 실제 첫 정상 결제 완료 회원의 가입경로는 다를 수 있으므로, 첫 정상 결제 완료 기준 가입경로 분포를 별도 표시한다. 가입경로 집계는 간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타 9종을 기준으로 한다."
member_status_tabs,회원 상태 필터 탭,canonical,미등록 / 전체 / 활성 / 만료 / 예정 / 임박 / 홀딩 / 탈퇴,8,D02-회원관리/운영정책.md,35,D02-회원관리 회원관리 — 운영정책 > 2. 상태 / 운영 정의,"- 상태 필터 탭 (회원 전체 탭 내부): 전체 / 활성 / 만료 / 예정 / 임박 / 홀딩 / 미등록 / 탈퇴 총 8개 탭 + 건수 배지. 전체는 집계 탭이고, 나머지 7개는 실제 회원 상태값이다. 예정, 임박, 탈퇴도 실제 회원 상태로 관리하며 자동 라벨이나 단순 표시 배지와 혼동하지 않는다. 정지는 회원 상태값이 아니라 현재 상태 위에 적용되는 이용 제한 플래그로 관리한다."
generic::global::연락처 중복 시 (DLG-M006),연락처 중복 시 (DLG-M006),generic,이용권 상태) 표시 / 기존 회원으로 이동 / 강제 등록(법인 동일 번호 등 / 닫기] 3선택지,,D02-회원관리/운영정책.md,45,D02-회원관리 회원관리 — 운영정책 > 2. 상태 / 운영 정의,- 연락처 중복 시 (DLG-M006): 동일 연락처가 활성 회원에 존재 -> 모달에 기존 회원 카드(이름·이용권 상태) 표시 + [기존 회원으로 이동] / [강제 등록(법인 동일 번호 등)] / [닫기] 3선택지
generic::SCR-M001::요약 지표 카드 (4개),요약 지표 카드 (4개),generic,전체 회원 수 / 활성 회원 수 / 정책상 조치 대상 회원 수 / 이번 달 만료 수를 한눈에 표시,4,D02-회원관리/회원관리.md,31,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,"- 요약 지표 카드 (4개): 전체 회원 수 / 활성 회원 수 / 정책상 조치 대상 회원 수 / 이번 달 만료 수를 한눈에 표시. 카드 클릭 시 카드별 정의된 목록 필터가 적용됩니다. 정책상 조치 대상 회원 수는 HQ-09 회원 이용권 만료 step 대상, 이번 달 만료 수는 당월 실제 만료일 도래 회원입니다."
generic::SCR-M001::운영 보기 탭,운영 보기 탭,generic,회원 목록 / 회원권 목록 / 수강권 목록 / 락커 목록 / 운동복 목록으로 보기 방식을 전환,,D02-회원관리/회원관리.md,34,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- 운영 보기 탭: 회원 목록 / 회원권 목록 / 수강권 목록 / 락커 목록 / 운동복 목록으로 보기 방식을 전환합니다. 센터 운영 방식에 따라 일부 탭은 숨길 수 있습니다.
generic::SCR-M001::저장 뷰 탭,저장 뷰 탭,generic,상담내역 / 상담예약 / 재등록대상 / 고객관리 같은 운영 저장 뷰를 상단 서브,,D02-회원관리/회원관리.md,35,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- 저장 뷰 탭: 상담내역 / 상담예약 / 재등록대상 / 고객관리 같은 운영 저장 뷰를 상단 서브 탭으로 제공합니다. CRM-01 리드관리와 분리된 회원 원장 관점의 조회 뷰입니다.
member_status_tabs,회원 상태 필터 탭,canonical,미등록 / 전체 / 활성 / 만료 / 예정 / 임박 / 홀딩 / 탈퇴,8,D02-회원관리/회원관리.md,36,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,"- 상태 필터 탭: 전체 · 활성 · 만료 · 예정 · 임박 · 홀딩 · 미등록 · 탈퇴 총 8개 탭을 건수 배지와 함께 표시합니다. 전체는 집계 탭이고, 나머지 7개는 실제 회원 상태값입니다. 클릭 시 해당 상태의 회원만 표시되며, 임박은 자동 라벨의 만료임박과 이름은 비슷하지만 회원 상태 필터 값입니다. 정지는 실제 회원 상태값이 아니라 현재 상태 위에 적용되는 이용 제한 플래그입니다."
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,D02-회원관리/회원관리.md,37,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,"- 검색 및 필터 바: 이름·연락처·운동 ID 통합 검색, 계약상품·성별·최종만료일·최근방문일 필터를 제공합니다. 추가 필터로 관심회원만 보기, 미방문 기간, 회원구분, 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장), 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타), 만료 상품 숨기기, 출석 시 상세 팝업 기본값을 제어합니다."
generic::SCR-M001::회원 목록 테이블,회원 목록 테이블,generic,선택 체크박스 / No / 상태 / 회원명 / 성별 / 생년월일 / 나이 / 연락처 / 보유 이용권 / 소속 지점 / 마지막 방문일 / 등록일,,D02-회원관리/회원관리.md,41,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- 회원 목록 테이블: 선택 체크박스 / No / 상태 배지 / 회원명 / 성별 / 생년월일 / 나이 / 연락처 / 보유 이용권 / 소속 지점 / 마지막 방문일 / 등록일 컬럼으로 구성합니다. 행 클릭 또는 OPEN 액션으로 상세 진입이 가능합니다.
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,D02-회원관리/회원관리.md,42,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,"- 우측 상세 팝업 패널: 상단 토글이 켜져 있으면 회원 행 선택 시 우측 패널이 슬라이드 인 됩니다. 패널에는 프로필, 방문기록 유무, 출석 체크 / 상품 구매 / 메시지 / 더보기 액션, 기본 인적사항, 상담 담당자, 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장), 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타), 운동목적, 구독 플랜, 외부 연동 상태를 요약 표시합니다."
generic::SCR-M001::삭제·탈퇴 회원 보기 토글 (헤더),삭제·탈퇴 회원 보기 토글 (헤더),generic,활성화하면 삭제 / 탈퇴 처리된 회원이 별도 섹션,,D02-회원관리/회원관리.md,46,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- 삭제·탈퇴 회원 보기 토글 (헤더): 활성화하면 삭제 또는 탈퇴 처리된 회원이 별도 섹션 또는 별도 탭으로 표시됩니다. 토글 OFF 상태에서는 삭제·탈퇴 회원이 목록에서 숨겨집니다.
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,D02-회원관리/회원관리.md,134,D02-회원관리 회원관리 > SCR-M002 회원 등록 > 2. UI 구성,"- [Step 1] 관리 정보: 소속지점 / 기본 이용지점 / 담당 상담자(FC) / 담당 트레이너 / 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장) / 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타) / 운동 목적 / 기본 매출 귀속 지점 / 기본 인센티브 귀속자 (모두 선택). 담당 상담자는 상담 성과 기준이며, 실제 결제 완료 시 판매 담당자/인센티브 귀속자는 결제 화면에서 다시 확인한다."
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,D02-회원관리/회원관리.md,228,D02-회원관리 회원관리 > SCR-M003 회원 수정 > 2. UI 구성,- [Step 1] 관리 정보: 소속지점 / 기본 이용지점 / 담당 상담자(FC) / 담당 트레이너 / 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장) / 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타) / 운동 목적 / 기본 매출 귀속 지점 / 기본 인센티브 귀속자
generic::SCR-M004::회원 프로필 요약 (고정 영역),회원 프로필 요약 (고정 영역),generic,프로필 사진 / 관심회원 별표 / 회원명 / 등급 / 상태 / 만료일까지 남은 일수 / 연락처 / 이메일,,D02-회원관리/회원관리.md,313,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,- 회원 프로필 요약 (고정 영역): 프로필 사진 / 관심회원 별표 / 회원명 / 등급 배지 / 상태 배지 / 만료일까지 남은 일수 / 연락처 / 이메일. 하단에 미수금·마일리지·이용권 계약 수·락커 번호 요약 표시.
generic::SCR-M004::지점·귀속 요약 카드,지점·귀속 요약 카드,generic,프로필 요약 하단에 소속지점 / 기본 이용지점 / 담당 상담자(FC / 담당 트레이너 / 기본 매출 귀속 지점 / 기본 인센티브 귀속자를 별도,,D02-회원관리/회원관리.md,314,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,- 지점·귀속 요약 카드: 프로필 요약 하단에 소속지점 / 기본 이용지점 / 담당 상담자(FC) / 담당 트레이너 / 기본 매출 귀속 지점 / 기본 인센티브 귀속자를 별도 카드로 표시합니다.
generic::SCR-M004::운영 코크핏,운영 코크핏,generic,자동 라벨 만료임박 / 미수금 존재 / 장기 미방문 / 홀딩 상태 / 만료 알림 대상,,D02-회원관리/회원관리.md,315,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,"- 운영 코크핏: 프로필 바로 아래에 지금 바로 처리할 운영 이슈 영역을 배치합니다. HQ-09 만료 알림 대상, 자동 라벨 만료임박, 미수금 존재, 장기 미방문, 홀딩 상태, 이용 정지 같은 리스크를 우선순위 순으로 카드형 경보로 노출합니다. D02 실제 회원 상태값 임박(EXPIRING) 배너, HQ-09 만료 알림 대상 카드, 자동 라벨 만료임박 카드는 별도 조건으로 판정합니다."
generic::SCR-M004::최근 신호 요약,최근 신호 요약,generic,마지막 방문일 / 최근 30일 결제금액,,D02-회원관리/회원관리.md,317,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,"- 최근 신호 요약: 마지막 방문일, 최근 30일 결제금액, 활성 계약 수를 별도 요약 블록으로 표시해 운영자가 탭 이동 없이 현재 회원의 건강도를 파악할 수 있게 합니다."
generic::SCR-M004::15개 탭,15개 탭,generic,회원정보 / 이용권 / 출석이력 / 결제이력 / 결제내역 / 예약내역 / 상세내역 / 체성분 / 상담메모 / 레슨 / 신체정보 / 종합평가 / 상담이력 / 운동프로그램 / 운동이력,15,D02-회원관리/회원관리.md,320,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,- 15개 탭: 회원정보 · 이용권 · 출석이력 · 결제이력 · 결제내역 · 예약내역 · 상세내역 · 체성분 · 상담메모 · 레슨 · 신체정보 · 종합평가 · 상담이력 · 운동프로그램 · 운동이력
generic::SCR-M004::계약 정보 탭 카드 보드,계약 정보 탭 카드 보드,generic,이용권 / 락커 / 운동복 상품을,,D02-회원관리/회원관리.md,326,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,"- 계약 정보 탭 카드 보드: 이용권/락커/운동복 상품을 카드형으로 노출합니다. 각 카드에는 계약 상태 배지(사용중/홀딩/계약 만료임박), 상품명, 기간, 판매 담당자, 계약일, 더보기 메뉴가 표시됩니다."
generic::SCR-M004::계약 액션 버튼 묶음,계약 액션 버튼 묶음,generic,계약 정보 / 양도 / 환불 / 기간정지 / 기간정지 종료 / 기간정지 취소 버튼을 배치,,D02-회원관리/회원관리.md,327,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,- 계약 액션 버튼 묶음: 계약 정보 탭 상단에 업그레이드 / 양도 / 환불 / 기간정지 / 기간정지 종료 / 기간정지 취소 버튼을 배치합니다. 회원 상태와 상품 상태에 따라 버튼 활성 조건이 달라집니다. 환불 버튼은 D02에서 환불을 직접 완료하지 않고 D03 매출관리의 SCR-S012 / DLG-S013 환불 플로우로 진입합니다.
generic::SCR-M004::계약 내역 원장 테이블,계약 내역 원장 테이블,generic,하단에 계약일 / 유형 / 계약 / 계약금액 / 합계 / 결제금액 / 미납 / 할인내역 / 메모 / 메뉴,,D02-회원관리/회원관리.md,329,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,- 계약 내역 원장 테이블: 하단에 계약일 / 유형 / 계약 / 계약금액 / 합계 / 결제금액 / 미납 / 할인내역 / 메모 / 메뉴 컬럼을 제공합니다. 카드 뷰와 원장 테이블은 동일 계약ID를 공유합니다.
generic::SCR-M004::레슨 탭,레슨 탭,generic,회원별 레슨 기록을 classes 기준으로 조회 / 추가,,D02-회원관리/회원관리.md,330,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,"- 레슨 탭: 회원별 레슨 기록을 classes 기준으로 조회·추가한다. 기록 추가 시 회원 ID/회원명, 수업명, 트레이너, 운동 메모, 서명 상태를 저장하며 모바일 레슨 완료 서명과 같은 signature_url, signature_at, completed_at 컬럼을 공유한다."
generic::SCR-M004::상담이력 탭,상담이력 탭,generic,상담 일시 / 유형 / 채널 / 담당자 / 상태 / 결과 / 연결 매출 / 후속조치 / 내용을 consultations에 저장,,D02-회원관리/회원관리.md,331,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성,"- 상담이력 탭: 상담 일시, 유형, 채널, 담당자, 상태, 결과, 연결 매출, 후속조치, 내용을 consultations에 저장한다. 수정 시 히스토리 로그에 상담 이력 수정됨 문구가 남아야 한다."
member_actual_statuses,회원 실제 상태값,canonical,미등록 / 활성 / 만료 / 예정 / 임박 / 홀딩,,D02-회원관리/회원관리.md,360,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 4. 핵심 상태,"| 정지 플래그 | 실제 회원 상태값이 아니라 활성/만료/예정/임박/홀딩/미등록 상태 위에 적용되는 이용 제한 표시. 주황색 정지 사유 배너와 ""정지 해제"" 버튼은 이 플래그 기준으로 노출 |"
generic::SCR-M006::회원 요약 카드,회원 요약 카드,generic,선택한 회원의 이름 / 현재 이용권 / 상태를 한 줄,,D02-회원관리/회원관리.md,514,D02-회원관리 회원관리 > SCR-M006 체성분 관리 > 2. UI 구성,- 회원 요약 카드: 선택한 회원의 이름·현재 이용권·상태를 한 줄로 표시. 클릭 시 회원 상세로 이동.
generic::SCR-M006::현재값 요약 카드 (4개),현재값 요약 카드 (4개),generic,현재 체중 / 골격근량 / 체지방률 / BMI를 최신 측정값,4,D02-회원관리/회원관리.md,516,D02-회원관리 회원관리 > SCR-M006 체성분 관리 > 2. UI 구성,- 현재값 요약 카드 (4개): 현재 체중 / 골격근량 / 체지방률 / BMI를 최신 측정값으로 표시. 이전 측정값 대비 변화량(증감 방향·색상)을 함께 표시.
generic::SCR-M008::가족 그룹 목록,가족 그룹 목록,generic,구성원 수 / 대표 회원 이름이 표시됩니다,,D02-회원관리/회원관리.md,682,D02-회원관리 회원관리 > SCR-M008 가족 회원 > 2. UI 구성,"- 가족 그룹 목록: 등록된 가족 그룹을 카드 형태로 표시. 각 카드에는 그룹 이름(예: 김씨 가족)과 구성원 수, 대표 회원 이름이 표시됩니다."
generic::SCR-M010::세그먼트 목록,세그먼트 목록,generic,생성된 세그먼트를 / 설명 / 현재 해당 회원 수 / 생성일 / 마지막 업데이트 시각이 표시됩니다,,D02-회원관리/회원관리.md,861,D02-회원관리 회원관리 > SCR-M010 세그먼트 관리 > 2. UI 구성,- 세그먼트 목록: 생성된 세그먼트를 카드 형태로 표시. 각 카드에는 세그먼트 이름·설명·현재 해당 회원 수·생성일·마지막 업데이트 시각이 표시됩니다.
member_auto_segments,자동 회원 세그먼트 7종,canonical,만료후미등록 / 이탈위험 / 만료임박 / 관심필요 / 신규 / 활발 / 충성,7,D02-회원관리/회원관리.md,862,D02-회원관리 회원관리 > SCR-M010 세그먼트 관리 > 2. UI 구성,- 자동 7종 세그먼트 카드: 신규 / 이탈위험 / 만료임박 / 활발 / 관심필요 / 만료후미등록 / 충성의 현재 대상 수와 마지막 계산 시각을 표시합니다. 자동 7종은 시스템 정의이므로 조건·라벨명·삭제 버튼을 제공하지 않습니다.
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,D02-회원관리/회원관리.md,869,D02-회원관리 회원관리 > SCR-M010 세그먼트 관리 > 2. UI 구성,- 성별 / 연령대 / 회원구분 / 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장) / 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타)
generic::DLG-M014::결제 수단,결제 수단,generic,현금 / 계좌이체 등,,D02-회원관리/회원관리.md,2006,D02-회원관리 회원관리 > DLG-M014 결제 상세 조회 > 2. UI 구성,"- 결제 수단: 카드, 현금, 계좌이체 등"
generic::SCR-S001::요약 지표 카드 (4개),요약 지표 카드 (4개),generic,순 매출 / 현금 결제 / 미수금을 상단에 크게 표시,4,D03-매출관리/매출관리.md,34,D03-매출관리 매출관리 > SCR-S001 매출 현황 > 2. UI 구성,- 요약 지표 카드 (4개): 순 매출 / 카드 결제 / 현금 결제 / 미수금을 상단에 크게 표시합니다.
